I#1169,5/22/17,"$21,524,606.00 ",Closed,6/11/17,B#3215,5/2/17,"$323,749.00 ","$21,200,857.00 ",C#1169,Adan Wear,PA
I#1811,12/19/17,"$20,677,072.00 ",Closed,1/8/18,B#2863,11/29/17,"$403,197.00 ","$20,273,875.00 ",C#1811,Ahmed Cairns,IN
I#1459,10/23/17,"$27,554,243.00 ",Open,11/12/17,B#3536,10/3/17,"$185,746.00 ","$27,368,497.00 ",C#1459,Ronnie Escalero,CA
I#964,5/28/17,"$28,376,045.00 ",Closed,6/17/17,B#3340,5/8/17,"$391,202.00 ","$27,984,843.00 ",C#964,Mayer Towne,TX
I#1323,1/9/17,"$27,579,773.00 ",Open,1/29/17,B#3993,12/20/16,"$365,906.00 ","$27,213,867.00 ",C#1323,Kylie Yuryev,MD
I#649,7/30/17,"$15,340,788.00 ",Closed,8/19/17,B#2272,7/10/17,"$595,356.00 ","$14,745,432.00 ",C#649,Reuven Vasilkov,NC
I#437,2/11/17,"$5,026,447.00 ",Cancelled,3/3/17,B#2379,1/22/17,"$596,858.00 ","$4,429,589.00 ",C#437,Giavani Riggs,MA
I#110,11/11/17,"$6,132,150.00 ",Closed,12/1/17,B#3341,10/22/17,"$446,382.00 ","$5,685,768.00 ",C#110,Cassaundra Fosh,CA
I#1009,8/5/17,"$13,249,655.00 ",Cancelled,8/25/17,B#2431,7/16/17,"$573,439.00 ","$12,676,216.00 ",C#1009,David Worboys,NC
I#1760,9/2/17,"$15,952,515.00 ",Closed,9/22/17,B#3290,8/13/17,"$308,540.00 ","$15,643,975.00 ",C#1760,Charles Corneliussen,TX
I#1475,10/9/17,"$6,935,509.00 ",Cancelled,10/29/17,B#3799,9/19/17,"$377,114.00 ","$6,558,395.00 ",C#1475,Ardys Hankinson,MA
I#1329,11/19/17,"$6,282,342.00 ",Cancelled,12/9/17,B#2840,10/30/17,"$114,227.00 ","$6,168,115.00 ",C#110,Nichol Featherstone,PA
I#1926,12/20/17,"$15,189,687.00 ",Cancelled,1/9/18,B#3878,11/30/17,"$288,755.00 ","$14,900,932.00 ",C#1926,Richie Ruvel,NY
I#851,6/11/17,"$1,453,106.00 ",Cancelled,7/1/17,B#2676,5/22/17,"$412,544.00 ","$1,040,562.00 ",C#851,Cosetta Catherall,TN
I#914,8/2/17,"$2,693,705.00 ",Closed,8/22/17,B#3277,7/13/17,"$461,533.00 ","$2,232,172.00 ",C#914,Clotilda Willmot,TX
I#1410,3/7/17,"$3,541,920.00 ",Cancelled,3/27/17,B#2160,2/15/17,"$363,499.00 ","$3,178,421.00 ",C#1410,Johanna Zelake,OR
I#1417,5/18/17,"$16,263,093.00 ",Cancelled,6/7/17,B#3118,4/28/17,"$642,301.00 ","$15,620,792.00 ",C#1417,Sancho Pottes,CA
I#1297,1/4/17,"$26,025,937.00 ",Open,1/24/17,B#3893,12/15/16,"$242,142.00 ","$25,783,795.00 ",C#1297,Elvin Mouth,OR
I#1474,1/15/17,"$12,054,912.00 ",Open,2/4/17,B#2899,12/26/16,"$203,799.00 ","$11,851,113.00 ",C#1474,Luci Worpole,NC
I#62,12/13/17,"$2,129,110.00 ",Open,1/2/18,B#3480,11/23/17,"$115,630.00 ","$2,013,480.00 ",C#62,Bess Gibbetts,CA
I#357,11/11/17,"$7,519,462.00 ",Closed,12/1/17,B#2627,10/22/17,"$205,722.00 ","$7,313,740.00 ",C#357,Dale Marlin,IL
I#335,7/9/17,"$7,597,564.00 ",Open,7/29/17,B#3581,6/19/17,"$209,802.00 ","$7,387,762.00 ",C#335,Loydie Fairpool,MI
I#1514,11/10/17,"$15,772,212.00 ",Cancelled,11/30/17,B#2416,10/21/17,"$541,150.00 ","$15,231,062.00 ",C#1514,Ernestine Carff,MA
I#1362,4/26/17,"$15,772,349.00 ",Open,5/16/17,B#2284,4/6/17,"$285,018.00 ","$15,487,331.00 ",C#1362,Gustavo Balwin,TX
I#1885,6/13/17,"$12,901,029.00 ",Open,7/3/17,B#2383,5/24/17,"$143,929.00 ","$12,757,100.00 ",C#1885,Christiana Danko,NC
I#1252,1/15/17,"$7,029,747.00 ",Cancelled,2/4/17,B#2874,12/26/16,"$291,580.00 ","$6,738,167.00 ",C#1252,Christye Standage,CA
I#824,10/27/17,"$17,247,086.00 ",Cancelled,11/16/17,B#2018,10/7/17,"$338,409.00 ","$16,908,677.00 ",C#824,Tonie Crampsy,PA
I#1568,1/15/17,"$17,014,936.00 ",Closed,2/4/17,B#3982,12/26/16,"$542,454.00 ","$16,472,482.00 ",C#1568,Willie McCuthais,WA
I#1947,8/13/17,"$29,481,460.00 ",Closed,9/2/17,B#3576,7/24/17,"$417,845.00 ","$29,063,615.00 ",C#1947,Costanza Daffern,TN
I#1984,3/22/17,"$9,543,076.00 ",Closed,4/11/17,B#3783,3/2/17,"$420,559.00 ","$9,122,517.00 ",C#1984,Ollie Cainey,MA
I#837,11/17/17,"$4,629,070.00 ",Open,12/7/17,B#3377,10/28/17,"$623,910.00 ","$4,005,160.00 ",C#837,Perla Cordner,CA
I#779,10/25/17,"$16,320,620.00 ",Open,11/14/17,B#2895,10/5/17,"$423,321.00 ","$15,897,299.00 ",C#779,Kettie Leneve,CA
I#1191,1/16/17,"$1,629,208.00 ",Closed,2/5/17,B#2921,12/27/16,"$318,309.00 ","$1,310,899.00 ",C#1191,Nickolai Hiers,TX
I#1950,3/8/17,"$13,124,440.00 ",Open,3/28/17,B#2918,2/16/17,"$368,494.00 ","$12,755,946.00 ",C#1950,Aylmer Essery,CA
I#1617,5/19/17,"$10,520,941.00 ",Open,6/8/17,B#3880,4/29/17,"$386,973.00 ","$10,133,968.00 ",C#1617,Irma Spillard,CO
I#170,4/6/17,"$26,704,043.00 ",Open,4/26/17,B#3832,3/17/17,"$472,490.00 ","$26,231,553.00 ",C#170,Bennett Izakof,MD
I#795,9/10/17,"$27,156,096.00 ",Open,9/30/17,B#2130,8/21/17,"$418,948.00 ","$26,737,148.00 ",C#1410,Reinaldo Mosten,AZ
I#1780,2/4/17,"$15,524,028.00 ",Open,2/24/17,B#2027,1/15/17,"$200,825.00 ","$15,323,203.00 ",C#1780,Englebert Beacon,AZ
I#1697,11/4/17,"$16,511,688.00 ",Open,11/24/17,B#2247,10/15/17,"$143,673.00 ","$16,368,015.00 ",C#1697,Blanch Romayn,MI
I#1639,1/24/17,"$10,931,707.00 ",Closed,2/13/17,B#3108,1/4/17,"$389,485.00 ","$10,542,222.00 ",C#1639,Stormie McElrea,NC
I#514,12/27/17,"$11,170,779.00 ",Cancelled,1/16/18,B#2584,12/7/17,"$207,120.00 ","$10,963,659.00 ",C#514,Oralle Chessell,TX
I#184,4/3/17,"$18,289,171.00 ",Closed,4/23/17,B#3888,3/14/17,"$503,342.00 ","$17,785,829.00 ",C#184,Judye Tellett,TX
I#694,8/11/17,"$1,612,989.00 ",Closed,8/31/17,B#2058,7/22/17,"$270,461.00 ","$1,342,528.00 ",C#694,Grenville Creebo,CO
I#297,9/19/17,"$501,085.00 ",Open,10/9/17,B#2505,8/30/17,"$277,968.00 ","$223,117.00 ",C#297,Matthiew McLeman,CO
I#1087,7/12/17,"$25,929,351.00 ",Closed,8/1/17,B#2046,6/22/17,"$328,454.00 ","$25,600,897.00 ",C#1087,Mommy Daid,MA
I#1202,6/9/17,"$29,254,089.00 ",Cancelled,6/29/17,B#2774,5/20/17,"$305,529.00 ","$28,948,560.00 ",C#1202,Mildrid Hatter,MI
I#283,9/1/17,"$18,092,973.00 ",Open,9/21/17,B#2592,8/12/17,"$178,765.00 ","$17,914,208.00 ",C#283,Hilary Geldeard,WA
I#1353,5/21/17,"$16,096,158.00 ",Cancelled,6/10/17,B#2127,5/1/17,"$159,228.00 ","$15,936,930.00 ",C#1353,Lee Jouanet,MI
I#1238,3/25/17,"$25,669,780.00 ",Cancelled,4/14/17,B#2948,3/5/17,"$296,067.00 ","$25,373,713.00 ",C#1238,Hartley Davidovici,NY
I#1959,8/16/17,"$20,907,363.00 ",Cancelled,9/5/17,B#2191,7/27/17,"$362,319.00 ","$20,545,044.00 ",C#1959,Ardra Attwoul,NY
I#1049,11/8/17,"$6,513,570.00 ",Closed,11/28/17,B#3970,10/19/17,"$232,474.00 ","$6,281,096.00 ",C#1049,Norris Connew,IN
I#521,10/20/17,"$20,273,534.00 ",Closed,11/9/17,B#2972,9/30/17,"$328,601.00 ","$19,944,933.00 ",C#521,Truda Amorine,CA
I#1412,2/23/17,"$22,024,743.00 ",Open,3/15/17,B#3897,2/3/17,"$482,060.00 ","$21,542,683.00 ",C#1412,Lizbeth Proudler,TX
I#982,3/9/17,"$1,161,001.00 ",Open,3/29/17,B#2966,2/17/17,"$101,557.00 ","$1,059,444.00 ",C#982,Panchito Casaro,CA
I#87,12/29/17,"$9,063,600.00 ",Open,1/18/18,B#2196,12/9/17,"$541,286.00 ","$8,522,314.00 ",C#87,Osmond Blasl,OR
I#605,8/20/17,"$22,732,220.00 ",Open,9/9/17,B#2568,7/31/17,"$265,972.00 ","$22,466,248.00 ",C#605,Hettie Klousner,CA
I#1142,8/4/17,"$7,556,909.00 ",Cancelled,8/24/17,B#2543,7/15/17,"$603,737.00 ","$6,953,172.00 ",C#1142,Gale Westgate,WA
I#1988,4/1/17,"$24,379,878.00 ",Cancelled,4/21/17,B#3389,3/12/17,"$460,479.00 ","$23,919,399.00 ",C#1988,Loy Rawsthorne,CO
I#1869,5/8/17,"$25,759,135.00 ",Cancelled,5/28/17,B#2765,4/18/17,"$401,698.00 ","$25,357,437.00 ",C#1869,Tersina Hemshall,TX
I#613,2/16/17,"$5,361,055.00 ",Cancelled,3/8/17,B#2145,1/27/17,"$176,978.00 ","$5,184,077.00 ",C#613,Benedetta Bittlestone,CA
I#216,12/25/17,"$15,725,377.00 ",Open,1/14/18,B#2029,12/5/17,"$518,674.00 ","$15,206,703.00 ",C#216,Waneta Parminter,TX
I#12,12/17/17,"$2,162,801.00 ",Cancelled,1/6/18,B#2609,11/27/17,"$445,052.00 ","$1,717,749.00 ",C#12,Deeyn Balharrie,IL
I#443,7/24/17,"$4,372,420.00 ",Open,8/13/17,B#2295,7/4/17,"$160,424.00 ","$4,211,996.00 ",C#443,Dniren Oliffe,MD
I#1118,10/20/17,"$2,820,279.00 ",Open,11/9/17,B#3180,9/30/17,"$210,095.00 ","$2,610,184.00 ",C#1118,Emilia Coomer,NC
I#916,8/18/17,"$5,962,221.00 ",Closed,9/7/17,B#3464,7/29/17,"$612,300.00 ","$5,349,921.00 ",C#916,Trumaine Kharchinski,CO
I#959,6/7/17,"$2,290,461.00 ",Cancelled,6/27/17,B#2772,5/18/17,"$104,904.00 ","$2,185,557.00 ",C#959,Lilian Somerfield,TX
I#583,6/6/17,"$2,703,857.00 ",Open,6/26/17,B#3677,5/17/17,"$399,412.00 ","$2,304,445.00 ",C#583,Brandy Burstow,TX
I#1774,7/16/17,"$19,654,851.00 ",Cancelled,8/5/17,B#2673,6/26/17,"$423,403.00 ","$19,231,448.00 ",C#1774,Wiatt Hansie,TX
I#127,2/13/17,"$4,102,639.00 ",Open,3/5/17,B#2574,1/24/17,"$438,421.00 ","$3,664,218.00 ",C#127,Clari Dinjes,CA
I#90,6/13/17,"$2,730,388.00 ",Cancelled,7/3/17,B#2516,5/24/17,"$139,398.00 ","$2,590,990.00 ",C#90,Florie Soppit,NY
I#1626,8/28/17,"$28,000,218.00 ",Cancelled,9/17/17,B#2412,8/8/17,"$582,897.00 ","$27,417,321.00 ",C#1626,Katerina Houndson,TX
I#26,10/5/17,"$29,019,717.00 ",Open,10/25/17,B#3256,9/15/17,"$458,378.00 ","$28,561,339.00 ",C#26,Marjorie Everwin,PA
I#123,11/23/17,"$15,289,829.00 ",Cancelled,12/13/17,B#3296,11/3/17,"$534,964.00 ","$14,754,865.00 ",C#123,Brittan Chaunce,WA
I#108,7/2/17,"$17,636,676.00 ",Cancelled,7/22/17,B#3145,6/12/17,"$402,958.00 ","$17,233,718.00 ",C#108,Reiko Staff,MD
I#801,11/23/17,"$21,809,533.00 ",Open,12/13/17,B#2540,11/3/17,"$462,578.00 ","$21,346,955.00 ",C#801,Sosanna Parnaby,MD
I#1640,3/7/17,"$13,703,369.00 ",Open,3/27/17,B#3367,2/15/17,"$507,143.00 ","$13,196,226.00 ",C#1640,Stacee Crowcroft,WA
I#1943,9/23/17,"$16,644,933.00 ",Closed,10/13/17,B#2494,9/3/17,"$169,785.00 ","$16,475,148.00 ",C#1943,Matthus Baroch,MI
I#1251,4/13/17,"$14,915,748.00 ",Open,5/3/17,B#3301,3/24/17,"$348,708.00 ","$14,567,040.00 ",C#1251,Yolanda Mathieu,TX
I#1450,7/8/17,"$28,639,437.00 ",Cancelled,7/28/17,B#2756,6/18/17,"$363,592.00 ","$28,275,845.00 ",C#1450,Sile Laybourn,NY
I#1563,6/3/17,"$6,712,304.00 ",Closed,6/23/17,B#2207,5/14/17,"$179,445.00 ","$6,532,859.00 ",C#1563,Deloris Meininking,CA
I#1093,10/1/17,"$21,451,823.00 ",Open,10/21/17,B#3535,9/11/17,"$384,810.00 ","$21,067,013.00 ",C#1093,Sterne Killingworth,MD
I#793,3/10/17,"$18,870,552.00 ",Closed,3/30/17,B#3649,2/18/17,"$434,165.00 ","$18,436,387.00 ",C#793,Matt Brafield,NY
I#1981,11/1/17,"$17,901,720.00 ",Open,11/21/17,B#2382,10/12/17,"$508,728.00 ","$17,392,992.00 ",C#1981,Wright Rosser,MA
I#271,4/16/17,"$24,449,928.00 ",Open,5/6/17,B#2958,3/27/17,"$330,014.00 ","$24,119,914.00 ",C#271,Leonora Hyland,TX
I#181,1/1/17,"$15,880,353.00 ",Cancelled,1/21/17,B#2209,12/12/16,"$638,640.00 ","$15,241,713.00 ",C#181,Carrissa Wiburn,AZ
I#359,11/7/17,"$20,079,797.00 ",Open,11/27/17,B#3215,10/18/17,"$455,676.00 ","$19,624,121.00 ",C#359,Abramo Livoir,TX
I#697,2/2/17,"$13,548,020.00 ",Closed,2/22/17,B#3791,1/13/17,"$569,199.00 ","$12,978,821.00 ",C#697,Marj Whayman,PA
I#969,5/20/17,"$23,458,452.00 ",Cancelled,6/9/17,B#2314,4/30/17,"$416,378.00 ","$23,042,074.00 ",C#969,Avrom Sayes,CA
I#1653,11/15/17,"$20,995,727.00 ",Cancelled,12/5/17,B#2801,10/26/17,"$358,607.00 ","$20,637,120.00 ",C#1653,Aggi Trowsdall,AZ
I#1075,5/7/17,"$8,939,510.00 ",Closed,5/27/17,B#2449,4/17/17,"$620,998.00 ","$8,318,512.00 ",C#1075,Mychal Bent,MA
I#1843,11/11/17,"$18,268,510.00 ",Cancelled,12/1/17,B#3344,10/22/17,"$623,579.00 ","$17,644,931.00 ",C#1843,Betsey Carrick,OR
I#11,4/5/17,"$24,483,292.00 ",Cancelled,4/25/17,B#3117,3/16/17,"$612,458.00 ","$23,870,834.00 ",C#11,Colline Tadman,CA
I#1736,9/24/17,"$4,232,394.00 ",Open,10/14/17,B#2034,9/4/17,"$199,379.00 ","$4,033,015.00 ",C#1736,Bambie Lovewell,TX
I#380,10/3/17,"$4,804,375.00 ",Cancelled,10/23/17,B#2295,9/13/17,"$527,820.00 ","$4,276,555.00 ",C#380,Van Neenan,CA
I#1200,8/14/17,"$15,257,843.00 ",Open,9/3/17,B#2730,7/25/17,"$320,565.00 ","$14,937,278.00 ",C#1200,Evelina Piser,TN
I#1308,2/14/17,"$6,487,201.00 ",Cancelled,3/6/17,B#3763,1/25/17,"$414,838.00 ","$6,072,363.00 ",C#1308,Dominique Kinnach,MI
I#1101,5/16/17,"$27,308,383.00 ",Closed,6/5/17,B#3540,4/26/17,"$435,031.00 ","$26,873,352.00 ",C#1563,Evelin Note,TX
I#197,4/7/17,"$21,427,853.00 ",Cancelled,4/27/17,B#2989,3/18/17,"$220,681.00 ","$21,207,172.00 ",C#197,Corney Biggerdike,OR
I#1262,10/13/17,"$26,028,825.00 ",Closed,11/2/17,B#2273,9/23/17,"$632,974.00 ","$25,395,851.00 ",C#1262,Tabbi Philippson,CO
I#1377,6/4/17,"$14,406,661.00 ",Closed,6/24/17,B#3252,5/15/17,"$179,051.00 ","$14,227,610.00 ",C#1377,Sal Partener,MA
I#13,9/2/17,"$17,379,220.00 ",Cancelled,9/22/17,B#2069,8/13/17,"$644,969.00 ","$16,734,251.00 ",C#13,Tristan Hussey,IN
I#179,5/4/17,"$16,806,592.00 ",Open,5/24/17,B#2209,4/14/17,"$483,639.00 ","$16,322,953.00 ",C#179,Sibilla Jost,MA
I#309,1/15/17,"$26,811,266.00 ",Closed,2/4/17,B#3573,12/26/16,"$392,242.00 ","$26,419,024.00 ",C#309,Tessie Ruskin,CA
I#266,6/1/17,"$6,176,003.00 ",Open,6/21/17,B#3111,5/12/17,"$483,503.00 ","$5,692,500.00 ",C#266,Austin Coalburn,TX
I#125,9/13/17,"$21,050,314.00 ",Cancelled,10/3/17,B#2393,8/24/17,"$590,768.00 ","$20,459,546.00 ",C#125,Emiline Beasley,CA
I#1432,8/11/17,"$11,782,063.00 ",Closed,8/31/17,B#3898,7/22/17,"$590,800.00 ","$11,191,263.00 ",C#1432,Fiona Pidgeley,MD
I#984,4/19/17,"$27,827,252.00 ",Open,5/9/17,B#2046,3/30/17,"$101,587.00 ","$27,725,665.00 ",C#984,Lotte Stennings,PA
I#1287,8/19/17,"$6,688,302.00 ",Closed,9/8/17,B#2636,7/30/17,"$527,253.00 ","$6,161,049.00 ",C#1287,Joella Isack,NC
I#1132,7/7/17,"$18,884,494.00 ",Open,7/27/17,B#2273,6/17/17,"$373,287.00 ","$18,511,207.00 ",C#840,Shay Lawty,MI
I#840,7/8/17,"$19,020,879.00 ",Open,7/28/17,B#3945,6/18/17,"$285,667.00 ","$18,735,212.00 ",C#840,Christine Milsted,CA
I#794,1/8/17,"$4,890,955.00 ",Open,1/28/17,B#2220,12/19/16,"$233,287.00 ","$4,657,668.00 ",C#794,Cherie Pettengell,TX
I#1439,4/7/17,"$18,734,450.00 ",Open,4/27/17,B#2168,3/18/17,"$422,968.00 ","$18,311,482.00 ",C#1439,Brandtr Tick,MI
I#1249,4/20/17,"$12,952,491.00 ",Cancelled,5/10/17,B#3203,3/31/17,"$606,233.00 ","$12,346,258.00 ",C#1249,Britte Rhubottom,NC
I#935,6/29/17,"$23,386,316.00 ",Open,7/19/17,B#3069,6/9/17,"$329,632.00 ","$23,056,684.00 ",C#935,Ileana Burnes,OR
I#1494,3/22/17,"$9,754,231.00 ",Cancelled,4/11/17,B#2356,3/2/17,"$508,517.00 ","$9,245,714.00 ",C#1494,Kimmy Sowten,TX
I#337,1/31/17,"$19,387,264.00 ",Open,2/20/17,B#3520,1/11/17,"$144,820.00 ","$19,242,444.00 ",C#337,Huey Yeliashev,TX
I#1508,5/25/17,"$23,544,561.00 ",Cancelled,6/14/17,B#3715,5/5/17,"$640,485.00 ","$22,904,076.00 ",C#1508,Robbyn Shillaber,MI
I#1317,6/6/17,"$2,914,193.00 ",Open,6/26/17,B#3702,5/17/17,"$573,071.00 ","$2,341,122.00 ",C#1317,Nat Lipyeat,NY
I#1928,7/12/17,"$21,560,247.00 ",Open,8/1/17,B#3240,6/22/17,"$399,749.00 ","$21,160,498.00 ",C#1928,Lizette Barok,NY
I#1836,3/28/17,"$27,477,815.00 ",Closed,4/17/17,B#3665,3/8/17,"$585,939.00 ","$26,891,876.00 ",C#1836,Any Easterbrook,TX
I#1026,10/12/17,"$15,535,738.00 ",Closed,11/1/17,B#2841,9/22/17,"$307,979.00 ","$15,227,759.00 ",C#1026,Sandi Speachley,OR
I#470,9/10/17,"$7,237,897.00 ",Cancelled,9/30/17,B#3474,8/21/17,"$636,797.00 ","$6,601,100.00 ",C#1251,Coralie Alvin,MI
I#362,6/4/17,"$29,362,339.00 ",Cancelled,6/24/17,B#3840,5/15/17,"$363,332.00 ","$28,999,007.00 ",C#362,Angelina Hutcheon,IL
I#863,9/9/17,"$4,757,862.00 ",Cancelled,9/29/17,B#2851,8/20/17,"$503,469.00 ","$4,254,393.00 ",C#863,Dennis Cardenas,PA
I#1185,2/8/17,"$24,503,783.00 ",Open,2/28/17,B#2327,1/19/17,"$498,407.00 ","$24,005,376.00 ",C#1185,Jerrilee Orfeur,PA
I#1584,1/8/17,"$11,284,439.00 ",Open,1/28/17,B#2884,12/19/16,"$383,549.00 ","$10,900,890.00 ",C#1584,Abel Jentin,TN
I#813,2/3/17,"$23,864,771.00 ",Closed,2/23/17,B#2819,1/14/17,"$206,353.00 ","$23,658,418.00 ",C#813,Lisbeth Elcoate,TX
I#1034,10/19/17,"$11,034,714.00 ",Cancelled,11/8/17,B#2653,9/29/17,"$410,140.00 ","$10,624,574.00 ",C#1034,Tiffanie Cristofalo,CA
I#75,2/20/17,"$11,217,884.00 ",Open,3/12/17,B#2057,1/31/17,"$435,109.00 ","$10,782,775.00 ",C#75,Lucretia Ruffell,TX
I#1393,10/7/17,"$22,188,124.00 ",Open,10/27/17,B#3798,9/17/17,"$377,108.00 ","$21,811,016.00 ",C#1393,Antonino Baythorp,CA
I#494,5/14/17,"$7,828,832.00 ",Open,6/3/17,B#2984,4/24/17,"$552,873.00 ","$7,275,959.00 ",C#494,Cilka Golds,MI
I#107,11/15/17,"$11,570,986.00 ",Open,12/5/17,B#2471,10/26/17,"$173,015.00 ","$11,397,971.00 ",C#107,Carlita Epinay,TN
I#1148,3/25/17,"$14,654,397.00 ",Closed,4/14/17,B#3038,3/5/17,"$198,398.00 ","$14,455,999.00 ",C#1148,Kendrick Tynnan,OR
I#104,10/30/17,"$19,621,495.00 ",Cancelled,11/19/17,B#3256,10/10/17,"$366,368.00 ","$19,255,127.00 ",C#104,Marjorie Daniell,AZ
I#1469,1/6/17,"$28,897,094.00 ",Closed,1/26/17,B#3226,12/17/16,"$151,960.00 ","$28,745,134.00 ",C#1469,Tandie Tolefree,TX
I#48,9/22/17,"$13,949,101.00 ",Closed,10/12/17,B#3936,9/2/17,"$347,155.00 ","$13,601,946.00 ",C#179,Nert Plante,IL
I#1898,11/23/17,"$28,033,349.00 ",Open,12/13/17,B#3248,11/3/17,"$457,111.00 ","$27,576,238.00 ",C#1898,Helenka Bumphrey,CA
I#714,10/6/17,"$28,009,904.00 ",Open,10/26/17,B#2495,9/16/17,"$119,796.00 ","$27,890,108.00 ",C#714,Lucilia Monnoyer,IL
I#221,6/1/17,"$20,454,791.00 ",Open,6/21/17,B#2766,5/12/17,"$635,704.00 ","$19,819,087.00 ",C#221,Aindrea Kingwell,AZ
I#1355,9/18/17,"$28,194,506.00 ",Open,10/8/17,B#3252,8/29/17,"$213,230.00 ","$27,981,276.00 ",C#1355,Gradey Delnevo,OR
I#1509,3/16/17,"$26,841,172.00 ",Closed,4/5/17,B#2539,2/24/17,"$329,443.00 ","$26,511,729.00 ",C#1509,Horatius Trangmar,TN
I#40,7/11/17,"$1,470,965.00 ",Closed,7/31/17,B#3778,6/21/17,"$415,458.00 ","$1,055,507.00 ",C#40,Danie Osboldstone,MA
I#1799,8/3/17,"$28,978,507.00 ",Cancelled,8/23/17,B#2314,7/14/17,"$632,699.00 ","$28,345,808.00 ",C#1799,Brittaney Bloodworthe,AZ
I#150,6/1/17,"$18,046,247.00 ",Open,6/21/17,B#2121,5/12/17,"$163,736.00 ","$17,882,511.00 ",C#150,Connor Kitchenham,IN
I#1528,8/8/17,"$8,356,411.00 ",Cancelled,8/28/17,B#3365,7/19/17,"$271,362.00 ","$8,085,049.00 ",C#1528,Cris Tingle,MA
I#497,10/17/17,"$10,191,659.00 ",Open,11/6/17,B#2107,9/27/17,"$107,919.00 ","$10,083,740.00 ",C#497,Orelle Di Francecshi,AZ
I#753,4/9/17,"$11,263,938.00 ",Open,4/29/17,B#2152,3/20/17,"$415,008.00 ","$10,848,930.00 ",C#753,Judith Husband,NY
I#545,6/20/17,"$7,674,272.00 ",Closed,7/10/17,B#3337,5/31/17,"$648,321.00 ","$7,025,951.00 ",C#545,Cullie Sheehy,TX
I#1851,4/16/17,"$15,056,911.00 ",Open,5/6/17,B#3956,3/27/17,"$418,476.00 ","$14,638,435.00 ",C#1851,Franzen Mussotti,TX
I#1585,4/11/17,"$4,782,692.00 ",Cancelled,5/1/17,B#2345,3/22/17,"$509,418.00 ","$4,273,274.00 ",C#1585,Laurice Serginson,CA
I#795,5/23/17,"$9,473,687.00 ",Closed,6/12/17,B#3378,5/3/17,"$387,300.00 ","$9,086,387.00 ",C#795,Gabriela Shard,IN
I#251,6/11/17,"$7,424,453.00 ",Closed,7/1/17,B#3908,5/22/17,"$290,551.00 ","$7,133,902.00 ",C#251,Raquel Kneale,OR
